Drug Tier,Specialty,Plan Type,Allowed,Drug_name,Requirements_Limits
6,Speciality Drug,my blue,Yes,TREMFYA - guselkumab soln prefilled syringe 100 mg/ ml,"Prior authorization, Quantity Limits (1 syringe/56 days)"
5,Not Specified,my blue,Yes,"tretinoin cream 0.025%, 0.05%, 0.1% (Retin-a)",Not Specified
5,Not Specified,my blue,Yes,"tretinoin gel 0.01%, 0.025% (Retin-a)",Not Specified
5,Not Specified,my blue,Yes,triamcinolone acetonide aerosol soln 0.147 mg/gm (Kenalog),Quantity Limits (126 grams/30 days)
3,Not Specified,my blue,Yes,"triamcinolone acetonide cream 0.025%, 0.1%, 0.5%",Quantity Limits (454 grams/30 days)
3,Not Specified,my blue,Yes,"triamcinolone acetonide lotion 0.025%, 0.1%",Quantity Limits (120 mls/30 days)
3,Not Specified,my blue,Yes,"triamcinolone acetonide oint 0.025%, 0.1%",Quantity Limits (454 grams/30 days)
3,Not Specified,my blue,Yes,triamcinolone acetonide oint 0.5%,Quantity Limits (120 grams/30 days)
6,Speciality Drug,my blue,Yes,VALCHLOR - mechlorethamine hcl gel 0.016% (base equivalent),Limited distribution
6,Speciality Drug,my blue,Yes,CHEMET - succimer cap 100 mg,Prior authorization
6,Speciality Drug,my blue,Yes,"deferasirox granules packet 90 mg, 180 mg, 360 mg (Jadenu sprinkle)",Not Specified
6,Speciality Drug,my blue,Yes,"deferasirox tab for oral susp 125 mg, 250 mg, 500 mg (Exjade)",Not Specified
6,Speciality Drug,my blue,Yes,"deferasirox tab 90 mg, 180 mg, 360 mg (Jadenu)",Not Specified
6,Speciality Drug,my blue,Yes,"deferiprone tab 500 mg, 1000 mg (Ferriprox)",Not Specified
5,Not Specified,my blue,Yes,KLOXXADO - naloxone hcl nasal spray 8 mg/0.1ml,Quantity Limits (4 bottles/30 days)
3,Not Specified,my blue,Yes,naloxone hcl inj 0.4 mg/ml,Quantity Limits (4 vials/30 days)
5,Not Specified,my blue,Yes,naloxone hcl inj 4 mg/10ml,Quantity Limits (1 vial/30 days)
5,Not Specified,my blue,Yes,naloxone hcl nasal spray 4 mg/0.1ml (Narcan),Quantity Limits (4 bottles/30 days)
5,Not Specified,my blue,Yes,naloxone hcl soln prefilled syringe 2 mg/2ml,Quantity Limits (4 vials/30 days)
5,Not Specified,my blue,Yes,NALOXONE HYDROCHLORIDE - naloxone hcl soln cartridge 0.4 mg/ml,Quantity Limits (4 cartridges/30 days)
3,Not Specified,my blue,Yes,naltrexone hcl tab 50 mg,Not Specified
4,Not Specified,my blue,Yes,CHEMSTRIP-K - acetone (urine) test strip,Not Specified
4,Not Specified,my blue,Yes,CONTOUR BLOOD GLUCOSE TES - glucose blood test strip,Quantity Limits (204 strips/30 days)
4,Not Specified,my blue,Yes,CONTOUR NEXT BLOOD GLUCOS - glucose blood test strip,Quantity Limits (204 strips/30 days)
6,Not Specified,my blue,Yes,GLUCAGEN DIAGNOSTIC - glucagon hcl (rdna) diagnostic for inj 1 mg (base equiv),Prior authorization
4,Not Specified,my blue,Yes,KETOCARE - acetone (urine) test strip,Not Specified
4,Not Specified,my blue,Yes,KETONE - acetone (urine) test strip,Not Specified
4,Not Specified,my blue,Yes,KETONE TEST STRIPS - acetone (urine) test strip,Not Specified
4,Not Specified,my blue,Yes,KETOSTIX - acetone (urine) test strip,Not Specified
4,Not Specified,my blue,Yes,ONETOUCH ULTRA - glucose blood test strip,Quantity Limits (204 strips/30 days)
4,Not Specified,my blue,Yes,ONETOUCH ULTRA TEST STRIP - glucose blood test strip,Quantity Limits (204 strips/30 days)
4,Not Specified,my blue,Yes,ONETOUCH VERIO TEST STRIP - glucose blood test strip,Quantity Limits (204 strips/30 days)
4,Not Specified,my blue,Yes,RELION KETONE TEST STRIPS - acetone (urine) test strip,Not Specified
4,Not Specified,my blue,Yes,"ABOUTTIME PEN NEEDLE 32G - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"ABOUTTIME PEN NEEDLES 30G - insulin pen needle 30 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"ABOUTTIME PEN NEEDLES 31G - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,ACCU-CHEK FASTCLIX LANCET - lancets,Not Specified
4,Not Specified,my blue,Yes,ACCU-CHEK FASTCLIX LANCET - lancets kit,Not Specified
4,Not Specified,my blue,Yes,ACCU-CHEK SAFE-T-PRO LANC - lancets,Not Specified
4,Not Specified,my blue,Yes,ACCU-CHEK SOFTCLIX LANCET - lancets,Not Specified
4,Not Specified,my blue,Yes,ACCU-CHEK SOFTCLIX LANCET - lancets kit,Not Specified
4,Not Specified,my blue,Yes,ACTI-LANCE LANCETS 28G - lancets,Not Specified
4,Not Specified,my blue,Yes,ACTI-LANCE LITE SAFETY LA - lancets,Not Specified
4,Not Specified,my blue,Yes,ACTI-LANCE SPECIAL SAFETY - lancets,Not Specified
4,Not Specified,my blue,Yes,ACTI-LANCE UNIVERSAL SAFE - lancets,Not Specified
4,Not Specified,my blue,Yes,ADJUSTABLE LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,ADVANCED MOBILE LANCET 30 - lancets,Not Specified
4,Not Specified,my blue,Yes,"ADVOCATE INSULIN PEN NEED - insulin pen needle 29 g x 12.7 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"ADVOCATE INSULIN PEN NEED - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"ADVOCATE INSULIN PEN NEED - insulin pen needle 33 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"ADVOCATE INSULIN SYRINGE/ - insulin syringe/needle u-100 0.3 ml 29 x 1/2"", u-100 0.3 ml 30 x 5/16"", u-100 1/2 ml 31 x 5/16"", u-100 1/2 ml 29 x 1/2"", u-100 1/2 ml 30 x 5/16"", u-100 1 ml 29 x 1/2"", u-100 1 ml 30 x 5/16"", u-100 1 ml 31 x 5/16"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,ADVOCATE LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,ADVOCATE LANCETS 30G - lancets,Not Specified
4,Not Specified,my blue,Yes,ADVOCATE LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,ADVOCATE RAPID-SAFE LANCI - lancet devices,Not Specified
4,Not Specified,my blue,Yes,ADVOCATE SAFETY LANCETS 2 - lancets,Not Specified
4,Not Specified,my blue,Yes,AF LANCETS SUPER THIN - lancets,Not Specified
4,Not Specified,my blue,Yes,AGAMATRIX ULTRA-THIN LANC - lancets,Not Specified
1,Not Specified,my blue,Yes,AIMSCO LUBRICATED - condoms latex lubricated,Not Specified
4,Not Specified,my blue,Yes,AIMSCO TWIST LANCETS 32G - lancets,Not Specified
4,Not Specified,my blue,Yes,AIMSCO TWIST LANCETS 33G - lancets,Not Specified
4,Not Specified,my blue,Yes,"AQ INSULIN SYRINGE/0.5ML/ - insulin syringe/needle u-100 1/2 ml 30 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"AQ INSULIN SYRINGE/1ML/29 - insulin syringe/needle u-100 1 ml 29 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"AQ INSULIN SYRINGE/1ML/31 - insulin syringe/needle u-100 1 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"AQINJECT PEN NEEDLE/31G X - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"AQINJECT PEN NEEDLE/32G X - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,ASSURE COMFORT LANCETS UL - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE HAEMOLANCE PLUS HI - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE HAEMOLANCE PLUS LO - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE HAEMOLANCE PLUS MI - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE HAEMOLANCE PLUS NO - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE HAEMOLANCE PLUS PE - lancets,Not Specified
4,Not Specified,my blue,Yes,"ASSURE ID INSULIN SAFETY - insulin syringe/needle u-100 1/2 ml 31 x 15/64"", u-100 1 ml 31 x 15/64""",Not Specified
4,Not Specified,my blue,Yes,"ASSURE ID SAFETY PEN NEED - insulin pen needle 30 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,ASSURE LANCE LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE LANCE LANCETS 21G - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE LANCE PLUS SAFETY - lancets,Not Specified
4,Not Specified,my blue,Yes,ASSURE LANCE SAFETY LANCE - lancets,Not Specified
4,Not Specified,my blue,Yes,AT LAST LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,"AUM INSULIN SAFETY PEN NE - insulin pen needle 31 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"AUM MINI INSULIN PEN NEED - insulin pen needle 32 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"AUM MINI INSULIN PEN NEED - insulin pen needle 33 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"AUM PEN NEEDLE/32GX4MM - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"AUM PEN NEEDLE/32GX5MM - insulin pen needle 32 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"AUM PEN NEEDLE/32GX6MM - insulin pen needle 32 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"AUM PEN NEEDLE/33GX4MM - insulin pen needle 33 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"AUM PEN NEEDLE/33GX5MM - insulin pen needle 33 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"AUM PEN NEEDLE/33GX6MM - insulin pen needle 33 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"AUM READYGARD DUO SAFETY - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"AUM SAFETY PEN NEEDLE/31 - insulin pen needle 31 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,AURORA LANCET SUPER THIN - lancets,Not Specified
4,Not Specified,my blue,Yes,AURORA LANCET THIN 23G - lancets,Not Specified
4,Not Specified,my blue,Yes,"AURORA PEN NEEDLES 29GX12 - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"AURORA PEN NEEDLES 31G X - insulin pen needle 31 g x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,AUTO-LANCET - lancet devices,Not Specified
4,Not Specified,my blue,Yes,AUTO-LANCET MINI - lancet devices,Not Specified
4,Not Specified,my blue,Yes,AUTOLET IMPRESSION LANCIN - lancet devices,Not Specified
4,Not Specified,my blue,Yes,AUTOLET LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,AUTOLET MINI - lancet devices,Not Specified
4,Not Specified,my blue,Yes,AUTOLET PLUS - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"B-D INSULIN SYRINGE MICRO - insulin syringe/needle u-100 1 ml 28 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"B-D INSULIN SYRINGE ULTRA - insulin syringe/needle u-100 0.3 ml 30 x 1/2"", u-100 1/2 ml 31 x 5/16"", u-100 1/2 ml 30 x 1/2"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"BD LO-DOSE INSULIN SYRIN - insulin syringe/needle u-100 1/2 ml 28 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"BD AUTOSHIELD DUO 30G X 5 - insulin pen needle 30 g x 5 mm (1/5"" or 3/16"")",Not Specified
5,Not Specified,my blue,Yes,"BD DISPOSABLE NEEDLE 23GX - needle (disp) 23 x 1""",Not Specified
5,Not Specified,my blue,Yes,BD ECLIPSE NEEDLE 25G X 1 - needle (disp) 25 x,Not Specified
5,Not Specified,my blue,Yes,"BD ECLIPSE NEEDLE 25GX1"" - needle (disp) 25 x 1""",Not Specified
5,Not Specified,my blue,Yes,"BD ECLIPSE NEEDLE/25G X - needle (disp) 25 x 5/8""",Not Specified
5,Not Specified,my blue,Yes,"BD ECLIPSE 18G X 1-1/2"" - needle (disp) 18 x 1-1/2""",Not Specified
5,Not Specified,my blue,Yes,BD HYPODERMIC NEEDLE REGU - needle (disp) 18 x,Not Specified
5,Not Specified,my blue,Yes,BD HYPODERMIC NEEDLES 18G - needle (disp) 18 x,Not Specified
5,Not Specified,my blue,Yes,BD HYPODERMIC NEEDLES 21G - needle (disp) 21 x,Not Specified
5,Not Specified,my blue,Yes,BD HYPODERMIC NEEDLES 22G - needle (disp) 22 x,Not Specified
5,Not Specified,my blue,Yes,BD HYPODERMIC NEEDLES 26G - needle (disp) 26 x,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE LUER-L - insulin syringe (disp),Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE MICROF - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE SAFETY - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE ULTRA - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE ULTRA- - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE ULTRAF - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE/U-100/ - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE/U-500/ - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE/0.3ML/ - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE/0.5ML/ - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,BD INSULIN SYRINGE/1ML/27 - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,"BD INSULIN SYRINGE/1ML/29 - insulin syringe/needle u-100 1 ml 29 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,BD MICROTAINER LANCETS - lancets,Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE SAFETYGLIDE/27G - needle (disp) 27 x 5/8""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/18G 1-1/2"" - needle (disp) 18 x 1-1/2""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/20G X 1"" - needle (disp) 20 x 1""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/21G 1-1/2"" - needle (disp) 21 x 1-1/2""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/22G X 1-1/2"" - needle (disp) 22 x 1-1/2""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/25G X 5/8"" - needle (disp) 25 x 5/8""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/25G X 7/8"" - needle (disp) 25 x 7/8""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/27G X 1/2"" - needle (disp) 27 x 1/2""",Not Specified
5,Not Specified,my blue,Yes,"BD NEEDLE/30G X 1/2"" - needle (disp) 30 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"BD PEN NEEDLE/MICRO/ULTRA - insulin pen needle 32 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"BD PEN NEEDLE/MINI/ULTRA- - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"BD PEN NEEDLE/NANO 2ND GE - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"BD PEN NEEDLE/NANO/ULTRA - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"BD PEN NEEDLE/ORIGINAL/UL - insulin pen needle 29 g x 12.7 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"BD PEN NEEDLE/SHORT/ULTRA - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
5,Not Specified,my blue,Yes,"BD PLASTIPAK SYRINGES ALL - tuberculin/allergy syringe/needle (disp) 1 ml 28 x 1/2""",Not Specified
5,Not Specified,my blue,Yes,"BD PRECISIONGLIDE 23GX1-1 - needle (disp) 23 x 1-1/2""",Not Specified
4,Not Specified,my blue,Yes,"BD SAFETY-GLIDE INSULIN S - insulin syringe/needle u-100 1/2 ml 29 x 1/2""",Not Specified
5,Not Specified,my blue,Yes,"BD SAFETYGLIDE HYPODERMIC - needle (disp) 25 x 5/8""",Not Specified
4,Not Specified,my blue,Yes,"BD SAFETYGLIDE INSULIN SY - insulin syringe/needle u-100 0.3 ml 29 x 1/2"", u-100 1/2 ml 29 x 1/2"", u-100 1/2 ml 30 x 5/16"", u-100 0.3 ml 31 x 15/64"", u-100 0.3 ml 31 x 5/16"", u-100 1/2 ml 31 x 15/64"", u-100 1 ml 31 x 15/64""",Not Specified
5,Not Specified,my blue,Yes,"BD SAFETYGLIDE 21G X 1"" - needle (disp) 21 x 1""",Not Specified
4,Not Specified,my blue,Yes,"BD VEO INSULIN SYRINGE UL - insulin syringe/needle u-100 0.3 ml 31 x 15/64"", u-100 1/2 ml 31 x 15/64"", u-100 1 ml 31 x 15/64""",Not Specified
4,Not Specified,my blue,Yes,"CLICKFINE PEN NEEDLES 32G - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"CLICKFINE UNIVERSAL PEN N - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,COAGUCHEK LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,"COMFORT ASSIST INSULIN SY - insulin syringe/needle u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,COMFORT ASSURED LANCETS M - lancets,Not Specified
4,Not Specified,my blue,Yes,COMFORT ASSURED LANCETS S - lancets,Not Specified
4,Not Specified,my blue,Yes,"COMFORT EZ INSULIN SYRING - insulin syringe/ needle u-100 1/2 ml 31 x 5/16"", u-100 1 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"COMFORT EZ MICRO/32G X 4M - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"COMFORT EZ PRO SAFETY PEN - insulin pen needle 30 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"COMFORT EZ PRO SAFETY PEN - insulin pen needle 31 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"COMFORT EZ SHORT/31G X 8M - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"COMFORT EZ/31G X 5MM - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"COMFORT EZ/31G X 6MM - insulin pen needle 31 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,COMFORT LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,COMFORT TOUCH LANCETS ULT - lancets,Not Specified
4,Not Specified,my blue,Yes,"COMFORT TOUCH PEN NEEDLES - insulin pen needle 31 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"COMFORT TOUCH PEN NEEDLES - insulin pen needle 32 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"COMFORT TOUCH PEN NEEDLES - insulin pen needle 33 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,COMFORT TOUCH PLUS SAFETY - lancets,Not Specified
1,Not Specified,my blue,Yes,CONDOMS - condoms - male,Not Specified
4,Not Specified,my blue,Yes,CONTOUR BLOOD GLUCOSE MON - blood glucose monitoring devices,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT BLOOD GLUCOS - blood glucose monitoring kit w/ device,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT EZ BLOOD GLU - blood glucose monitoring kit w/ device,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT GEN BLOOD GL - blood glucose monitoring devices,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT GEN BLOOD GL - blood glucose monitoring kit w/ device,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT LINK BLOOD G - blood glucose monitoring kit w/ device,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT LINK WIRELES - blood glucose monitoring kit w/ device,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT ONE BLOOD GL - blood glucose monitoring devices,Not Specified
4,Not Specified,my blue,Yes,CONTOUR NEXT ONE BLOOD GL - blood glucose monitoring kit,Not Specified
4,Not Specified,my blue,Yes,CVS LANCETS MICRO THIN 33 - lancets,Not Specified
4,Not Specified,my blue,Yes,CVS LANCETS MICRO-THIN 33 - lancets,Not Specified
4,Not Specified,my blue,Yes,CVS LANCETS ORIGINAL - lancets,Not Specified
4,Not Specified,my blue,Yes,CVS LANCETS THIN 26G - lancets,Not Specified
4,Not Specified,my blue,Yes,CVS LANCETS ULTRA THIN 30 - lancets,Not Specified
4,Not Specified,my blue,Yes,CVS LANCETS ULTRA-THIN 30 - lancets,Not Specified
4,Not Specified,my blue,Yes,CVS LANCETS 21G - lancets,Not Specified
4,Not Specified,my blue,Yes,CVS LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,CVS ULTRA THIN LANCETS - lancets,Not Specified
5,Not Specified,my blue,Yes,DEXCOM G6 RECEIVER - continuous blood glucose system receiver,"ST, Quantity Limits (1 receiver/365 days)"
5,Not Specified,my blue,Yes,DEXCOM G6 SENSOR - continuous blood glucose system sensor,"ST, Quantity Limits (3 sensors/30 days)"
5,Not Specified,my blue,Yes,DEXCOM G6 TRANSMITTER - continuous blood glucose system transmitter,"ST, Quantity Limits (1 transmitter/90 days)"
5,Not Specified,my blue,Yes,DEXCOM G7 RECEIVER - continuous blood glucose system receiver,"ST, Quantity Limits (1 receiver/365 days)"
5,Not Specified,my blue,Yes,DEXCOM G7 SENSOR - continuous blood glucose system sensor,"ST, Quantity Limits (3 sensors/30 days)"
4,Not Specified,my blue,Yes,DIATHRIVE LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,DIATHRIVE LANCETS ULTRA T - lancets,Not Specified
4,Not Specified,my blue,Yes,DIATHRIVE LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"DIATHRIVE PEN NEEDLE/31 G - insulin pen needle 31 g x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"DIATHRIVE PEN NEEDLE/31G - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"DIATHRIVE PEN NEEDLE/32G - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,DROPLET GENTEEL LANCING D - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"DROPLET PEN NEEDLES 32GX8 - insulin pen needle 32 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,DROPLET PERSONAL LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,"DROPSAFE INSULIN SAFETY S - insulin syringe/ needle u-100 1/2 ml 31 x 5/16"", u-100 0.3 ml 31 x 15/64"", u-100 1 ml 29 x 1/2"", u-100 1 ml 31 x 5/16"", u-100 0.3 ml 31 x 5/16"", u-100 1/2 ml 31 x 15/64"", u-100 1 ml 31 x 15/64""",Not Specified
4,Not Specified,my blue,Yes,"DROPSAFE SAFETY PEN NEEDL - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"DROPSAFE SAFTEY PEN NEEDL - insulin pen needle 31 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,DRUG MART ADJUSTABLE LANC - lancet devices,Not Specified
4,Not Specified,my blue,Yes,DRUG MART LANCETS THIN - lancets,Not Specified
4,Not Specified,my blue,Yes,DRUG MART LANCETS ULTRA T - lancets,Not Specified
4,Not Specified,my blue,Yes,DRUG MART ON-THE-GO LANCE - lancets,Not Specified
4,Not Specified,my blue,Yes,"DRUG MART UNIFINE PENTIPS - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"DRUG MART UNIFINE PENTIPS - insulin pen needle 31 g x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"DRUG MART UNIFINE PENTIPS - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,DRUG MART UNILET LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,DRUG MART UNILET MICRO TH - lancets,Not Specified
4,Not Specified,my blue,Yes,DUANE READE LANCET ALTERN - lancets,Not Specified
4,Not Specified,my blue,Yes,DUANE READE LANCET SUPER - lancets,Not Specified
4,Not Specified,my blue,Yes,DUANE READE LANCET ULTRA - lancets,Not Specified
4,Not Specified,my blue,Yes,"DUANE READE UNIFINE PENTI - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"DUANE READE UNIFINE PENTI - insulin pen needle 31 g x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
1,Not Specified,my blue,Yes,DUREX EXTRA SENSITIVE THI - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,DUREX REALFEEL NON-LATEX - condoms non-latex lubricated,Not Specified
4,Not Specified,my blue,Yes,E-Z JECT LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,E-Z JECT LANCETS COLOR - lancets,Not Specified
4,Not Specified,my blue,Yes,E-Z JECT LANCETS SUPER TH - lancets,Not Specified
4,Not Specified,my blue,Yes,E-Z JECT LANCETS THIN 26G - lancets,Not Specified
4,Not Specified,my blue,Yes,E-Z JECT LANCETS 21G - lancets,Not Specified
4,Not Specified,my blue,Yes,E-ZJECT LANCETS MICRO-THI - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY COMFORT INSULIN SYRI - insulin syringe/,Not Specified
